Date,"Matcha","Bubble tea","Tea","Hot chocolate","Espresso","Latte macchiato","Cappuccino","Chai latte","Pumpkin spice latte","Iced coffee"
2021-09-16,1581,2134,2031,348,1147,336,1075,1,3,180
2021-09-17,1761,2182,2187,444,1097,328,1132,1,0,149
2021-09-18,1755,2548,1899,260,1069,360,1155,2,4,154
2021-09-19,1896,2361,1805,294,1100,390,1207,0,2,201
2021-09-20,1650,2119,1879,312,1077,336,982,1,4,173
2021-09-21,1624,2067,2060,287,1041,305,1100,0,1,141
2021-09-22,1630,4219,2188,303,1104,320,1119,0,4,158
2021-09-23,1681,2698,2044,370,1089,301,1084,1,3,181
2021-09-24,1595,2460,1861,287,1072,322,1067,2,2,164
2021-09-25,1757,2476,1817,275,1051,371,1152,2,3,181
2021-09-26,1885,2389,1901,362,1189,389,1236,2,2,187
2021-09-27,1750,2169,2267,320,1190,283,1174,3,4,165
2021-09-28,1679,1926,2024,287,1119,287,1092,1,4,169
2021-09-29,1720,1972,2108,382,1406,327,1389,1,3,192
2021-09-30,1679,2062,2184,325,1270,324,1179,4,5,192
2021-10-01,1566,2158,1931,313,1286,309,1323,1,3,190
2021-10-02,1772,2197,1698,315,1244,403,1310,3,3,159
2021-10-03,1791,2207,2002,319,1157,358,1260,2,3,176
2021-10-04,1559,2012,2126,304,1185,299,1108,1,4,166
2021-10-05,1554,1746,2002,366,1138,315,1106,0,4,173
2021-10-06,1735,1983,2235,325,1230,292,1169,0,4,193
2021-10-07,1856,2209,2190,333,1203,316,1113,1,7,199
2021-10-08,1619,2124,1896,293,1194,325,1154,3,4,204
2021-10-09,1772,2258,1780,307,1126,383,1265,4,2,146
2021-10-10,1810,2287,1812,318,1228,385,1239,1,2,176
2021-10-11,1706,1979,1945,357,1168,277,1327,2,3,155
2021-10-12,1666,1802,2027,333,1253,339,1193,4,3,170
2021-10-13,1702,1986,1948,338,1178,331,1218,3,3,129
2021-10-14,1744,2005,1791,352,1177,302,1097,2,1,162
2021-10-15,1634,1993,1856,298,1051,290,1132,3,3,154
2021-10-16,1810,2279,1805,366,1268,402,1256,1,3,176
2021-10-17,1928,2216,1958,396,1263,352,1430,2,1,152
2021-10-18,1855,2032,2162,471,1232,346,1259,0,3,163
2021-10-19,1793,1836,2015,333,1278,310,1150,4,1,169
2021-10-20,1771,1906,2022,479,1225,315,1168,4,3,113
2021-10-21,1741,2036,2114,453,1209,325,1321,1,1,163
2021-10-22,1755,2205,1891,382,1137,318,1178,0,4,142
2021-10-23,1776,2326,2174,379,1307,379,1349,1,3,123
2021-10-24,1810,2408,1972,385,1216,386,1262,0,5,150
2021-10-25,1670,2381,2118,404,1276,313,1187,0,2,163
2021-10-26,1692,2261,2128,399,1194,316,1174,2,2,170
2021-10-27,1927,2180,2091,393,1168,339,1220,3,4,171
2021-10-28,1663,2050,2110,449,1118,339,1167,2,1,132
2021-10-29,1621,2100,2664,368,1073,327,1174,3,1,135
2021-10-30,1660,2189,1722,390,1179,332,1218,2,1,121
2021-10-31,1698,1988,1905,410,1207,362,1274,2,2,126
2021-11-01,1605,1791,1973,417,1180,361,1162,3,2,141
2021-11-02,1482,1754,1995,397,1164,264,1129,3,1,133
2021-11-03,1493,1643,1786,440,1115,277,1145,1,4,215
2021-11-04,1574,1659,1694,416,1195,284,1112,1,2,153
2021-11-05,1538,1821,1836,422,1099,258,1147,3,0,120
2021-11-06,1621,1945,1701,357,1101,308,1181,0,1,134
2021-11-07,1765,2072,1916,454,1060,253,1408,1,3,140
2021-11-08,2042,1825,2146,404,1334,216,1864,1,4,136
2021-11-09,2288,1794,2080,472,1127,234,1223,4,0,173
2021-11-10,1721,1659,2060,383,1257,256,1073,2,3,130
2021-11-11,1589,1759,1923,430,1144,229,1141,0,1,145
2021-11-12,1869,1953,2106,397,1171,230,1116,1,2,137
2021-11-13,2080,1955,1769,380,1073,278,1261,1,2,140
2021-11-14,2222,1846,1915,533,1242,349,1215,2,3,142
2021-11-15,1898,1668,2016,506,1151,268,1121,3,1,153
2021-11-16,3354,1647,2116,482,1186,210,1235,0,1,160
2021-11-17,2502,1721,2168,468,1147,249,1103,1,3,145
2021-11-18,2102,1836,2072,501,1211,254,1151,2,3,128
2021-11-19,1829,1782,1963,499,1161,258,1132,3,1,155
2021-11-20,2261,2018,1895,427,1191,286,1205,3,4,141
2021-11-21,2361,1963,1979,519,1271,304,1349,0,2,145
2021-11-22,1992,1652,2137,529,1297,241,1187,5,4,138
2021-11-23,1700,1658,2098,547,1510,257,1306,2,1,171
2021-11-24,1766,1622,2220,483,1403,259,1110,1,1,139
2021-11-25,1627,1528,1978,470,1336,242,1116,2,2,149
2021-11-26,1843,1777,1903,443,1216,233,1143,2,2,160
2021-11-27,1972,3425,1879,449,1271,221,1280,2,0,143
2021-11-28,1931,3143,2132,515,1204,293,1260,3,0,154
2021-11-29,1780,2420,2093,537,1245,257,1052,1,2,145
2021-11-30,1755,2159,2052,568,1232,237,1037,3,2,175
2021-12-01,1778,2111,2004,565,1061,231,944,2,0,127
2021-12-02,1816,3356,2127,595,1225,239,1134,3,1,135
2021-12-03,1822,2362,1998,589,1139,261,1048,0,1,147
2021-12-04,1920,2327,1930,523,1115,222,1203,1,0,145
2021-12-05,2155,2181,1923,609,1271,288,1288,2,1,145
2021-12-06,1778,1876,2186,619,1191,236,1128,1,1,158
2021-12-07,1743,1812,2151,709,1209,218,1129,0,2,208
2021-12-08,1752,1945,2043,628,1191,211,1157,2,3,122
2021-12-09,1979,1795,2078,725,1240,228,1117,1,4,141
2021-12-10,1655,1750,1941,688,1166,235,1175,0,1,172
2021-12-11,1838,1904,1710,551,1064,240,1113,2,1,149
2021-12-12,1892,1947,1966,592,1225,226,1150,3,1,144
2021-12-13,1724,1672,2200,735,1200,180,1115,1,3,119
2021-12-14,1662,1690,2232,730,1208,215,1146,1,1,121
2021-12-15,1440,1671,2433,678,1172,200,1188,0,0,114
2021-12-16,1615,1848,2049,650,1047,170,1085,0,2,124
2021-12-17,1614,3104,1929,604,1052,167,1077,3,1,107
2021-12-18,1811,2185,1725,569,1091,217,1154,4,0,123
2021-12-19,1846,1897,1853,696,1174,262,1268,1,1,132
2021-12-20,1840,1761,1973,625,1134,215,1124,2,0,120
2021-12-21,1709,1870,1984,639,1130,213,1075,4,0,138
2021-12-22,1823,1707,2035,681,1056,178,995,2,1,127
2021-12-23,1697,1744,1809,657,1100,198,1104,2,2,120
2021-12-24,1766,1576,1698,603,1113,217,1064,0,2,95
2021-12-25,2066,1518,1778,664,1192,237,1028,0,1,116
2021-12-26,2195,1625,1911,621,1370,247,1323,1,0,103
2021-12-27,1787,2198,2100,570,1317,243,1157,6,1,131
2021-12-28,2000,1980,1869,522,1232,271,1170,1,3,136
2021-12-29,2033,2130,2068,447,1380,277,1177,1,0,114
2021-12-30,2065,2312,2036,485,1307,266,1225,1,0,135
2021-12-31,1837,1847,1582,457,1237,212,1212,1,2,156
2022-01-01,1584,1822,1774,401,1207,208,1122,2,0,128
2022-01-02,2033,2123,2062,558,1378,215,1249,1,2,148
2022-01-03,2025,1997,2137,505,1138,273,1129,1,1,139
2022-01-04,1961,1836,2269,509,1250,226,1150,2,0,147
2022-01-05,1943,1926,2181,481,1265,270,1076,4,1,131
2022-01-06,1900,2050,2221,617,1294,253,1100,3,3,142
2022-01-07,1820,2209,2200,533,1187,209,1165,1,0,141
2022-01-08,1932,2524,2222,528,1289,322,1259,2,0,136
2022-01-09,1975,2441,2402,576,1401,282,1301,0,2,160
2022-01-10,1989,2054,2378,521,1300,242,1174,0,0,170
2022-01-11,1899,1999,2393,545,1265,240,1192,1,1,159
2022-01-12,1803,2175,2330,503,1153,242,1118,7,2,136
2022-01-13,1799,2152,2231,456,1139,213,1129,1,0,145
2022-01-14,1810,2105,2052,455,1134,212,1135,2,1,140
2022-01-15,2004,2269,2011,465,1094,354,1197,4,1,135
2022-01-16,2114,2287,2167,508,1215,275,1334,4,2,133
2022-01-17,2011,1970,2139,475,1256,257,1142,1,2,162
2022-01-18,1777,2004,2139,412,1130,219,1026,1,2,166
2022-01-19,1802,1931,2198,450,1100,215,1017,2,0,123
2022-01-20,1776,2015,2132,487,1139,242,1060,1,1,130
2022-01-21,1795,2383,2018,457,1338,208,1083,1,0,137
2022-01-22,2038,2540,1945,371,1280,259,1258,0,1,126
2022-01-23,2153,2343,2055,438,1289,247,1331,0,1,159
2022-01-24,1852,1929,2260,474,1260,218,1164,1,0,191
2022-01-25,1856,1865,2335,455,1205,209,968,2,0,119
2022-01-26,2024,2067,2346,460,1179,224,1112,2,1,187
2022-01-27,2056,2116,2437,478,1236,240,1223,1,0,199
2022-01-28,2046,2310,2276,475,1210,227,1134,1,0,193
2022-01-29,2094,2532,2098,466,1282,231,1234,1,1,146
2022-01-30,2056,2415,2220,478,1194,251,1213,1,0,158
2022-01-31,1848,2061,2247,630,1134,195,995,1,1,171
2022-02-01,1892,2029,2125,430,1256,194,1096,2,0,185
2022-02-02,1910,2421,2232,472,1212,207,1187,0,1,172
2022-02-03,1934,2322,2406,403,1166,196,1087,1,0,151
2022-02-04,1940,2126,2227,427,1182,188,1278,2,0,135
2022-02-05,2129,2236,2144,449,1210,290,1385,2,1,184
2022-02-06,2262,3246,2001,416,1242,278,1327,1,0,156
2022-02-07,1983,2129,2320,432,1198,272,1144,1,3,171
2022-02-08,2171,2033,2401,428,1224,213,1128,2,0,183
2022-02-09,2034,2145,2352,408,1192,238,1106,3,3,206
2022-02-10,2109,2154,2163,362,1240,252,1082,1,1,171
2022-02-11,1990,2136,2060,406,1202,257,1079,1,0,190
2022-02-12,2173,2551,1936,339,1040,269,1142,1,1,144
2022-02-13,2220,2429,2148,335,1118,293,1256,0,1,154
2022-02-14,1867,1892,1917,353,1209,224,964,1,3,202
2022-02-15,1917,2035,2135,395,1085,251,1084,3,0,134
2022-02-16,2026,2580,2164,397,1178,214,1074,1,0,212
2022-02-17,1964,2354,2184,363,1150,224,1059,3,5,179
2022-02-18,2102,2215,2008,315,1088,225,1042,0,1,163
2022-02-19,2321,2403,1906,327,1218,282,1235,1,1,166
2022-02-20,2265,2572,2079,312,1227,244,1244,2,1,172
2022-02-21,2157,2225,2081,317,1274,228,1080,1,1,161
2022-02-22,1979,2138,2222,328,1162,252,1047,2,2,148
2022-02-23,1801,2087,2302,404,1136,261,1026,2,0,169
2022-02-24,1925,1944,1857,328,1108,206,919,2,2,137
2022-02-25,1798,2021,1786,307,995,227,966,0,0,146
2022-02-26,1862,2283,1797,357,962,258,1006,2,0,166
2022-02-27,2005,2317,1985,320,1143,267,1148,3,0,133
2022-02-28,1804,2241,1895,340,1084,209,924,1,1,139
2022-03-01,1708,2081,1910,348,1031,212,921,3,0,182
2022-03-02,1765,1982,1897,328,986,239,993,1,3,182
2022-03-03,1749,1957,1923,320,1100,238,942,2,0,182
2022-03-04,1968,2085,1845,304,927,244,1075,0,1,170
2022-03-05,2086,2266,1773,291,1014,251,1047,1,2,153
2022-03-06,2221,2255,1900,330,1075,285,1142,1,1,184
2022-03-07,1912,1982,2225,322,1081,201,920,0,0,148
2022-03-08,1888,1951,2038,336,1079,188,998,1,2,150
2022-03-09,1855,2127,1961,311,1108,228,1058,2,0,178
2022-03-10,1832,2004,1954,290,1042,193,1145,2,2,159
2022-03-11,1884,2391,1983,331,1054,250,986,5,1,143
2022-03-12,1977,2467,2008,287,1125,293,1161,2,5,177
2022-03-13,1996,2471,2044,289,1153,265,1196,3,0,180
2022-03-14,1831,2046,2132,319,1143,218,1018,1,1,164
2022-03-15,1791,1944,2046,310,1056,221,1054,1,1,176
2022-03-16,1733,2243,1961,282,1108,238,1105,2,2,192
2022-03-17,2057,2258,1899,251,1000,250,1021,1,1,194
2022-03-18,1853,2254,1675,336,1051,238,889,0,1,176
2022-03-19,2047,2728,1782,291,1096,254,1123,0,1,178
2022-03-20,2069,2662,1856,324,1141,275,1138,7,1,183
2022-03-21,1970,2332,1851,289,1098,200,944,3,2,179
2022-03-22,1862,2696,1935,315,1060,224,973,3,0,171
2022-03-23,1893,2462,2016,347,1072,236,940,3,1,195
2022-03-24,2017,2394,2054,316,1091,255,1050,3,1,210
2022-03-25,1870,2393,1763,368,1073,236,986,1,1,202
2022-03-26,2031,2997,1772,318,1262,252,1051,3,0,234
2022-03-27,2146,2819,1847,347,1127,290,1098,2,1,189
2022-03-28,1874,2234,2110,310,1087,260,921,1,3,183
2022-03-29,1823,2235,2129,346,1127,267,919,3,0,218
2022-03-30,1878,2478,2004,314,1080,242,998,1,0,189
2022-03-31,1798,2362,1869,351,1074,208,948,2,2,193
2022-04-01,1818,2365,1760,275,1028,221,1009,2,2,185
2022-04-02,2061,2651,1838,262,1078,275,1044,0,2,186
2022-04-03,2052,2906,2078,323,1043,324,1143,0,1,203
2022-04-04,1888,2330,1993,331,1090,259,932,1,0,174
2022-04-05,1762,2670,2037,270,1101,222,1013,1,1,145
2022-04-06,1825,2482,2094,311,1027,223,974,3,1,201
2022-04-07,1948,2474,2177,294,1005,221,944,1,1,175
2022-04-08,1750,2494,1975,288,1005,268,917,1,0,184
2022-04-09,1980,3072,1629,316,1091,273,1034,7,2,200
2022-04-10,1991,2674,1649,304,1180,248,1101,1,0,191
2022-04-11,2061,2294,1954,336,1084,205,972,2,2,203
2022-04-12,1819,2306,1828,277,1060,267,923,0,0,210
2022-04-13,2564,2333,1790,258,1044,238,1006,1,0,172
2022-04-14,1874,2388,1761,249,951,230,970,2,1,175
2022-04-15,1793,2494,1728,274,935,209,1032,3,1,178
2022-04-16,2092,2550,1614,288,1042,278,1077,1,1,204
2022-04-17,1966,2401,1717,306,1088,272,1015,2,0,187
2022-04-18,1737,2189,1904,299,1022,255,937,1,2,215
2022-04-19,1807,2221,1972,268,1073,239,1043,0,1,167
2022-04-20,2006,2152,1996,274,1091,237,1032,0,0,174
2022-04-21,1806,2430,2056,288,1036,260,1089,0,1,182
2022-04-22,1752,2381,1840,297,1020,246,973,1,3,185
2022-04-23,1826,2482,1923,256,1036,256,1065,0,1,212
2022-04-24,1956,2601,1961,256,1046,222,1011,0,1,252
2022-04-25,1768,2284,2079,266,985,253,975,2,2,200
2022-04-26,1683,2182,2195,243,1041,253,956,0,0,189
2022-04-27,1653,2323,1918,259,1115,227,1087,1,0,188
2022-04-28,1676,2238,1818,282,1024,247,964,2,0,181
2022-04-29,1630,2386,1771,271,1038,273,1003,4,2,162
2022-04-30,1878,3229,1582,260,1020,256,1130,3,2,180
2022-05-01,1819,2976,1677,276,1060,313,999,3,4,190
2022-05-02,1792,2627,1861,282,1096,222,979,0,1,200
2022-05-03,1804,2482,1909,299,1200,239,965,2,0,184
2022-05-04,1637,2267,1920,312,1017,251,946,4,1,192
2022-05-05,1766,2221,1998,299,1067,230,938,1,1,184
2022-05-06,1682,2261,1821,285,1022,229,1004,2,0,175
2022-05-07,1881,2627,1762,269,991,235,1078,1,0,180
2022-05-08,1917,2642,1862,248,1101,226,1122,0,1,209
2022-05-09,1565,2268,2009,309,1101,247,961,0,3,232
2022-05-10,1629,2354,2062,302,1008,225,916,6,1,196
2022-05-11,1682,2413,1910,256,1115,181,949,1,1,222
2022-05-12,1745,2440,1955,250,1071,267,946,4,1,230
2022-05-13,1715,2310,1824,271,1007,222,993,3,3,263
2022-05-14,1758,2554,1666,265,967,276,950,1,0,228
2022-05-15,1962,2670,1821,261,1004,253,1040,1,0,255
2022-05-16,1737,2719,1954,267,1019,259,948,2,5,238
2022-05-17,1931,2552,1904,261,1105,212,1007,0,0,254
2022-05-18,1748,2798,1884,311,1071,229,1072,1,1,254
2022-05-19,2079,2425,1906,257,1085,236,1053,1,1,167
2022-05-20,2228,2623,1849,232,1075,229,1063,0,0,195
2022-05-21,2193,2744,2321,266,1006,243,1046,0,0,209
2022-05-22,2161,2752,1921,278,1038,240,1140,1,1,232
2022-05-23,1874,2396,1907,272,1066,222,1129,1,0,226
2022-05-24,1807,2402,1959,281,1128,228,1091,2,1,232
2022-05-25,1742,2265,1928,291,1073,229,1091,0,1,235
2022-05-26,1785,2390,1793,286,1067,313,1025,0,2,204
2022-05-27,1716,2465,1699,227,1019,294,999,0,1,230
2022-05-28,1907,2795,1506,218,974,307,1117,0,1,238
2022-05-29,1877,2695,1660,408,1049,278,1176,1,1,235
2022-05-30,1872,2573,1967,339,1113,257,999,3,0,245
2022-05-31,1726,2263,1961,340,1141,233,1003,2,0,205
2022-06-01,1639,2288,1857,283,1029,249,939,2,0,226
2022-06-02,1648,2335,1996,318,1059,239,982,5,2,281
2022-06-03,1764,2382,1745,224,964,241,918,4,0,222
2022-06-04,1785,2520,1574,235,976,262,1053,0,0,405
2022-06-05,1953,2566,1793,247,2878,291,1040,1,0,269
2022-06-06,1734,2219,2040,301,17297,326,1748,0,2,287
2022-06-07,1806,2187,2679,261,2430,252,1084,3,0,259
2022-06-08,1764,2219,2462,313,1563,246,1060,1,0,306
2022-06-09,1837,2389,1952,283,1102,236,1011,0,0,260
2022-06-10,1810,3190,1822,264,1062,250,922,0,0,238
2022-06-11,1961,3140,1718,301,1019,256,1042,2,2,314
2022-06-12,1971,2913,1713,289,1071,242,1104,1,1,287
2022-06-13,1726,2481,2065,262,1043,247,1030,2,0,254
2022-06-14,1648,2402,2448,247,1025,242,1060,3,0,343
2022-06-15,1789,2412,2518,254,1012,227,921,4,0,271
2022-06-16,1753,3210,2369,231,1119,248,1018,1,0,311
2022-06-17,1750,2553,2084,255,1080,193,981,0,1,300
2022-06-18,1989,2852,1651,281,1043,247,1036,0,1,301
2022-06-19,1922,2660,1767,253,1028,253,1101,3,2,291
2022-06-20,1813,2395,1886,276,1118,240,1052,1,3,269
2022-06-21,1947,2419,1945,270,1166,245,955,2,3,270
2022-06-22,1869,2243,1770,295,1105,248,1041,1,0,296
2022-06-23,1805,2434,1754,276,1153,257,1013,0,3,268
2022-06-24,1716,2234,1694,237,1016,234,924,3,0,297
2022-06-25,1921,2453,1681,260,1020,227,1067,1,1,290
2022-06-26,1978,2593,1786,228,970,238,1044,1,0,314
2022-06-27,1732,2359,1828,248,995,269,931,1,1,295
2022-06-28,1547,2291,1848,251,1056,254,966,3,2,297
2022-06-29,1690,2177,1800,255,1078,255,1001,4,0,277
2022-06-30,1684,2482,1798,218,971,214,1006,1,1,289
2022-07-01,1963,2633,1571,261,932,212,1347,1,2,248
2022-07-02,2047,2730,1524,223,929,236,1224,2,0,237
2022-07-03,1841,2851,1710,220,991,266,1074,2,1,304
2022-07-04,1753,2469,1692,277,988,232,1013,1,3,286
2022-07-05,1627,2306,1756,253,1046,277,1054,7,1,226
2022-07-06,1633,2332,1822,222,1033,228,1054,2,4,223
2022-07-07,1613,2511,1648,278,985,238,1013,0,1,243
2022-07-08,1585,2430,1927,271,1043,272,1008,3,0,232
2022-07-09,1755,2883,1576,255,1049,289,1051,1,0,263
2022-07-10,1967,3020,1816,269,1062,266,1022,0,6,331
2022-07-11,1856,2794,1927,279,1172,284,1048,5,2,331
2022-07-12,1854,2557,1925,247,1186,270,985,2,2,242
2022-07-13,1776,2668,1900,278,1163,259,1091,6,0,307
2022-07-14,1826,2473,1722,282,1243,285,1122,2,1,349
2022-07-15,1782,5753,1739,270,1081,226,1103,2,4,258
2022-07-16,1963,3802,1636,265,1207,277,1305,0,0,321
2022-07-17,2061,3331,1833,324,1403,277,1336,0,0,399
2022-07-18,1837,2842,1948,309,1364,237,1181,5,2,441
2022-07-19,1781,3147,1934,281,1184,259,1077,2,1,430
2022-07-20,1799,2901,1851,271,1102,297,1029,3,3,377
2022-07-21,1961,3052,1960,299,1177,249,1194,0,1,351
2022-07-22,1867,3272,1847,263,1122,288,1190,2,0,364
2022-07-23,2033,3453,1814,309,1110,271,1312,1,3,342
2022-07-24,2108,3305,1831,320,1146,285,1365,0,1,409
2022-07-25,1935,3159,1822,255,1127,267,1131,2,1,342
2022-07-26,1826,2949,1823,279,1185,300,1278,0,1,333
2022-07-27,1692,2947,1778,304,1126,303,1103,1,1,244
2022-07-28,1796,3047,1856,279,1157,290,1172,0,0,285
2022-07-29,1809,2991,1758,279,1143,290,1175,2,2,304
2022-07-30,1970,3415,1721,286,1133,286,1281,0,1,313
2022-07-31,2006,3329,1861,266,1115,312,1301,2,3,292
2022-08-01,1971,3161,1887,276,1092,302,1230,2,1,254
2022-08-02,1896,3267,1936,289,1167,283,1169,1,2,284
2022-08-03,1992,3426,1915,292,1172,308,1249,1,0,310
2022-08-04,1959,3131,1757,256,1235,278,1199,2,1,349
2022-08-05,1777,3220,1826,292,1173,278,1192,1,1,347
2022-08-06,2103,3433,1740,257,1079,300,1134,2,2,349
2022-08-07,2169,3389,1888,278,1175,281,1245,1,0,385
2022-08-08,2013,3057,1820,306,1154,273,1246,1,0,313
2022-08-09,2306,3104,1960,305,1282,269,1285,1,1,269
2022-08-10,2518,3339,1866,275,1453,253,1151,2,3,331
2022-08-11,2049,3284,1826,283,1331,254,1214,2,1,364
2022-08-12,2127,3380,1627,288,1102,253,1204,1,0,341
2022-08-13,2105,3740,1533,321,1156,273,1306,2,1,316
2022-08-14,2307,3881,1802,293,1263,283,1357,2,1,379
2022-08-15,2042,3292,5147,317,1327,287,1275,7,0,380
2022-08-16,2011,2948,2213,297,1335,313,1288,2,1,297
2022-08-17,2119,3085,4103,277,1502,278,1232,1,2,262
2022-08-18,2363,3232,2017,348,1270,284,1174,1,3,278
2022-08-19,2336,3502,1965,325,1230,317,1293,1,3,297
2022-08-20,2467,4179,1838,308,1220,314,1315,0,0,279
2022-08-21,2334,3531,2001,328,1306,274,1307,0,1,282
2022-08-22,2094,3014,2044,360,1173,289,1128,1,1,263
2022-08-23,2109,3067,2119,334,1150,278,1101,1,0,289
2022-08-24,2232,3215,2180,357,1257,276,1138,2,0,286
2022-08-25,2172,3075,2147,270,1227,303,1146,1,1,304
2022-08-26,2038,3210,1925,278,1231,257,1190,0,3,277
2022-08-27,2319,3310,1799,306,1205,320,1203,0,1,256
2022-08-28,2321,4056,2042,319,1197,306,1370,1,2,287
2022-08-29,2072,3339,2264,293,1374,309,1164,1,3,258
2022-08-30,1980,2994,2030,322,1239,293,1245,1,6,251
2022-08-31,1940,2828,2121,264,1176,274,1126,2,3,228
2022-09-01,1873,2644,2114,282,1124,311,1128,1,3,240
2022-09-02,1828,3026,2040,301,1220,280,1199,3,6,221
2022-09-03,2131,3582,1873,280,1162,300,1272,3,0,214
2022-09-04,2462,3738,1970,321,1269,352,1368,2,5,282
2022-09-05,2112,3162,2157,300,1295,289,1258,1,2,254
2022-09-06,2097,2907,2180,301,1299,298,1305,2,3,258
2022-09-07,2071,2818,2201,344,1369,312,1376,1,3,275
2022-09-08,1983,2820,2174,325,1453,287,1223,2,2,213
2022-09-09,1830,2843,2176,302,1165,259,1157,5,6,219
2022-09-10,2098,3467,2113,322,1698,300,1314,3,4,196
2022-09-11,2199,3382,2302,339,1367,334,1386,1,10,262
2022-09-12,2005,2788,2518,333,1336,265,1352,1,3,227
2022-09-13,1934,2842,2261,349,1300,300,1290,0,3,234
2022-09-14,2075,2622,2369,334,1290,298,1438,1,0,259
2022-09-15,1989,2871,2330,378,1323,309,1563,1,2,195
2022-09-16,1958,3021,2192,391,1262,346,1382,1,0,205
2022-09-17,2314,3538,2049,322,1223,336,1503,7,0,213
2022-09-18,2393,3497,2300,382,1347,359,1485,0,1,189
2022-09-19,1883,2646,2413,393,1384,303,1291,2,3,190
2022-09-20,2019,2608,2374,365,1300,325,1383,0,3,220
2022-09-21,2092,2672,2320,416,1258,346,1343,0,2,198
2022-09-22,2002,2833,2360,409,1395,315,1364,0,6,191
2022-09-23,1876,2797,1992,466,1280,342,1430,5,2,185
2022-09-24,1979,3581,1953,397,1380,313,1461,1,3,230
2022-09-25,2143,3302,2227,465,1469,337,1519,1,1,210
2022-09-26,1892,3050,2254,424,1367,330,1325,0,8,198
2022-09-27,2094,2498,2227,398,1353,288,1381,3,1,190
2022-09-28,1869,2840,2206,434,1287,277,1286,3,4,180
2022-09-29,1720,2667,2135,373,1214,235,1298,2,1,208
2022-09-30,1804,2688,1856,379,1147,268,1246,0,3,200
2022-10-01,2034,3039,1856,393,1240,307,1415,3,2,213
2022-10-02,2114,3258,2089,389,1155,284,1312,1,3,235
2022-10-03,1852,2504,2059,334,1178,268,1216,0,2,247
2022-10-04,1938,2599,2109,381,1233,272,1205,3,3,255
2022-10-05,2040,2624,2184,371,1170,280,1199,3,4,218
2022-10-06,1938,2727,2177,344,1201,297,1205,3,1,202
2022-10-07,1811,3023,2157,363,1169,279,1128,1,2,196
2022-10-08,1995,3721,2113,404,1282,300,1412,4,2,236
2022-10-09,2121,3505,2298,421,1411,304,1468,3,5,207
2022-10-10,1867,2803,2403,415,1344,300,1384,0,3,195
2022-10-11,1772,2618,2318,430,1274,289,1246,2,2,205
2022-10-12,1975,2726,2368,405,1354,254,1237,3,1,234
2022-10-13,2016,3029,2199,412,1381,303,1241,1,7,196
2022-10-14,1833,2880,2002,431,1359,264,1215,1,7,185
2022-10-15,1965,3548,2141,334,1355,305,1386,2,2,171
2022-10-16,2151,3428,2367,410,1387,304,1315,0,2,211
2022-10-17,1923,2691,2261,409,1312,264,1261,1,3,175
2022-10-18,3015,2595,2438,462,1448,292,1358,1,3,184
2022-10-19,2389,2799,2494,411,1359,268,1362,2,1,179
2022-10-20,2071,2861,2437,416,1363,289,1394,2,2,177
2022-10-21,1946,3138,2239,436,1315,294,1499,6,8,207
2022-10-22,2144,3814,2047,429,1376,312,1457,0,2,180
2022-10-23,2316,3452,2388,401,1350,315,1544,1,2,207
2022-10-24,2092,3062,2088,381,1315,278,1316,2,2,188
2022-10-25,1967,3103,2362,476,1332,255,1332,3,1,212
2022-10-26,2086,3127,2374,468,1341,257,1405,4,3,200
2022-10-27,2043,3423,2319,420,1499,304,1412,2,1,160
2022-10-28,1959,3378,2212,443,1459,301,1467,3,1,169
2022-10-29,2086,3583,2443,388,1445,304,1586,2,2,171
2022-10-30,2147,3593,2540,437,1503,310,1567,3,1,166
2022-10-31,1809,2833,2374,426,1233,289,1460,1,6,172
2022-11-01,1800,2618,2470,471,1398,255,1553,2,4,155
2022-11-02,2277,2733,2547,479,1483,274,1582,1,1,126
2022-11-03,2239,2899,2614,430,1448,264,1481,3,1,146
2022-11-04,2168,2939,2433,560,1394,254,1659,1,2,150
2022-11-05,2281,3601,2190,508,1509,282,1767,1,4,147
2022-11-06,2311,3397,2529,586,1443,315,1769,3,3,164
2022-11-07,1991,2709,2476,549,1459,247,1548,4,4,190
2022-11-08,1871,2747,2666,524,1632,257,2199,3,0,187
2022-11-09,1967,2603,2467,491,1554,237,1680,4,2,171
2022-11-10,1935,2759,2348,464,1396,250,1584,1,1,163
2022-11-11,1960,3270,2433,443,1529,270,1567,2,3,155
2022-11-12,2076,3737,2302,539,1437,271,1866,3,2,165
2022-11-13,2217,3594,2597,600,1555,247,1887,0,4,220
2022-11-14,1970,2936,2826,622,1542,236,1574,3,1,184
2022-11-15,1662,2730,2681,629,1433,209,1845,0,5,172
2022-11-16,2081,2698,2565,594,1380,224,1684,6,0,157
2022-11-17,1944,2711,2562,606,1409,270,1774,0,2,178
2022-11-18,2030,2813,2355,571,1358,259,1650,7,1,140
2022-11-19,2087,3346,2278,543,1472,282,1879,8,2,157
2022-11-20,2337,3325,2384,603,1491,280,1865,2,1,221
2022-11-21,2075,2651,2543,621,1398,243,1591,2,1,176
2022-11-22,2543,2501,2487,577,1453,256,1542,3,1,146
2022-11-23,2244,2691,2321,593,1621,258,1667,4,1,157
2022-11-24,2062,2468,2392,510,1325,206,1609,2,2,164
2022-11-25,1894,2701,2234,569,1478,256,1723,9,0,148
2022-11-26,2159,3368,2241,588,1535,281,1895,3,3,162
